abbr,city,cityEn,conference,country,displayAbbr,displayAffiliation,displayConference,displayName,displayNameEn,division,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,id,isAllStarTeam,isLeagueTeam,jerseyNo,lastName,lastNameEn,name,nameEn,playerId,player_code,player_leagueId,position,schoolType,team_code,team_leagueId,weight
DAL,达拉斯,Dallas,Western,德国,小牛,Germany,西部,马克西 克勒贝尔,Maxi Kleber,西南分区,696661200000,2014,0,马克西,马克西,Maxi,2米11,1610612742,False,True,42,克勒贝尔,Kleber,小牛,Mavericks,1628467,maxi_kleber,00,前锋,,mavericks,00,"99,8 公斤"
PHX,菲尼克斯,Phoenix,Western,美国,太阳,Kentucky/United States,西部,布兰登 奈特,Brandon Knight,太平洋分区,691650000000,2011,6,布兰登,布兰登,Brandon,1米91,1610612756,False,True,11,奈特,Knight,太阳,Suns,202688,brandon_knight,00,后卫,College,suns,00,"88,5 公斤"
PHI,费城,Philadelphia,Eastern,土耳其,76人,Turkey,东部,富尔坎 科尔克马兹,Furkan Korkmaz,大西洋分区,869716800000,2016,0,富尔坎,富尔坎,Furkan,2米01,1610612755,False,True,30,科尔克马兹,Korkmaz,76人,Sixers,1627788,furkan_korkmaz,00,后卫-前锋,,sixers,00,"86,2 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Vanderbilt/United States,东部,卢克 科内特,Luke Kornet,大西洋分区,805780800000,2017,0,卢克,卢克,Luke,2米16,1610612752,False,True,2,科内特,Kornet,尼克斯,Knicks,1628436,luke_kornet,00,前锋-中锋,College,knicks,00,"113,4 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,Creighton/United States,东部,凯尔 科沃尔,Kyle Korver,中央分区,353653200000,2003,14,凯尔,凯尔,Kyle,2米01,1610612739,False,True,26,科沃尔,Korver,骑士,Cavaliers,2594,kyle_korver,00,后卫,College,cavaliers,00,"96,2 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Ohio State/United States,西部,科斯塔 库佛斯,Kosta Koufos,太平洋分区,604299600000,2008,9,科斯塔,科斯塔,Kosta,2米13,1610612758,False,True,41,库佛斯,Koufos,国王,Kings,201585,kosta_koufos,00,中锋,College,kings,00,"120,2 公斤"
LAL,洛杉矶,Los Angeles,Western,美国,湖人,Utah/United States,西部,凯尔 库兹玛,Kyle Kuzma,太平洋分区,806558400000,2017,0,凯尔,凯尔,Kyle,2米06,1610612747,False,True,0,库兹玛,Kuzma,湖人,Lakers,1628398,kyle_kuzma,00,前锋,College,lakers,00,"99,8 公斤"
NYK,纽约,New York,Eastern,立陶宛,尼克斯,Lithuania,东部,明道加斯 库兹明斯卡斯,Mindaugas Kuzminskas,大西洋分区,624772800000,2011,1,明道加斯,明道加斯,Mindaugas,2米06,1610612752,False,True,91,库兹明斯卡斯,Kuzminskas,尼克斯,Knicks,1627851,mindaugas_kuzminskas,00,前锋,,knicks,00,"97,5 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,UCLA/United States,东部,扎克 拉文,Zach LaVine,中央分区,794811600000,2014,3,扎克,扎克,Zach,1米96,1610612741,False,True,8,拉文,LaVine,公牛,Bulls,203897,zach_lavine,00,后卫,College,bulls,00,"83,9 公斤"
SAC,萨克拉门托,Sacramento,Western,海地,国王,Kentucky/Haiti,西部,斯凯尔 拉比希埃,Skal Labissiere,太平洋分区,827125200000,2016,1,斯凯尔,斯凯尔,Skal,2米11,1610612758,False,True,7,拉比希埃,Labissiere,国王,Kings,1627746,skal_labissiere,00,前锋-中锋,College,kings,00,"102,1 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,Connecticut/United States,东部,杰里米 兰姆,Jeremy Lamb,东南分区,707198400000,2012,5,杰里米,杰里米,Jeremy,1米96,1610612766,False,True,3,兰姆,Lamb,黄蜂,Hornets,203087,jeremy_lamb,00,后卫,College,hornets,00,"83,9 公斤"
BOS,波士顿,Boston,Eastern,美国,凯尔特人,Miami (FL)/United States,东部,肖恩 拉金,Shane Larkin,大西洋分区,717998400000,2013,3,肖恩,肖恩,Shane,1米80,1610612738,False,True,8,拉金,Larkin,凯尔特人,Celtics,203499,shane_larkin,00,后卫,College,celtics,00,"79,4 公斤"
SAS,圣安东尼奥,San Antonio,Western,法国,马刺,France,西部,乔弗里 洛韦尔,Joffrey Lauvergne,西南分区,686203200000,2013,3,乔弗里,乔弗里,Joffrey,2米11,1610612759,False,True,77,洛韦尔,Lauvergne,马刺,Spurs,203530,joffrey_lauvergne,00,前锋,None,spurs,00,"99,8 公斤"
POR,波特兰,Portland,Western,美国,开拓者,Maryland/United States,西部,杰克 雷曼,Jake Layman,西北分区,763016400000,2016,1,杰克,杰克,Jake,2米06,1610612757,False,True,10,雷曼,Layman,开拓者,Trail Blazers,1627774,jake_layman,00,前锋,College,blazers,00,"95,3 公斤"
BKN,布鲁克林,Brooklyn,Eastern,美国,篮网,Michigan/United States,东部,卡里斯 勒维尔,Caris LeVert,大西洋分区,777787200000,2016,1,卡里斯,卡里斯,Caris,2米01,1610612751,False,True,22,勒维尔,LeVert,篮网,Nets,1627747,caris_levert,00,后卫-前锋,College,nets,00,"92,1 公斤"
IND,印第安纳,Indiana,Eastern,以色列,步行者,California-Los Angeles/Israel,东部,TJ 利夫,TJ Leaf,中央分区,862372800000,2017,0,TJ,TJ,TJ,2米08,1610612754,False,True,22,利夫,Leaf,步行者,Pacers,1628388,tj_leaf,00,前锋,College,pacers,00,"104,3 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Western Kentucky/United States,东部,考特尼 李,Courtney Lee,大西洋分区,497160000000,2008,9,考特尼,考特尼,Courtney,1米96,1610612752,False,True,5,李,Lee,尼克斯,Knicks,201584,courtney_lee,00,后卫,College,knicks,00,"90,7 公斤"
PHX,菲尼克斯,Phoenix,Western,乌克兰,太阳,Maryland/Ukraine,西部,亚历克斯 莱恩,Alex Len,太平洋分区,740203200000,2013,4,亚历克斯,亚历克斯,Alex,2米16,1610612756,False,True,21,莱恩,Len,太阳,Suns,203458,alex_len,00,中锋,College,suns,00,"113,4 公斤"
SAS,圣安东尼奥,San Antonio,Western,美国,马刺,San Diego State/United States,西部,科怀 伦纳德,Kawhi Leonard,西南分区,678168000000,2011,6,科怀,科怀,Kawhi,2米01,1610612759,False,True,2,伦纳德,Leonard,马刺,Spurs,202695,kawhi_leonard,00,前锋,College,spurs,00,"104,3 公斤"
POR,波特兰,Portland,Western,美国,开拓者,Illinois/United States,西部,梅耶斯  伦纳德,Meyers Leonard,西北分区,699166800000,2012,5,梅耶斯 ,梅耶斯 ,Meyers,2米16,1610612757,False,True,11,伦纳德,Leonard,开拓者,Trail Blazers,203086,meyers_leonard,00,前锋-中锋,College,blazers,00,"115,7 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Wisconsin/United States,东部,乔恩 洛伊尔,Jon Leuer,中央分区,611121600000,2011,6,乔恩,乔恩,Jon,2米08,1610612765,False,True,30,洛伊尔,Leuer,活塞,Pistons,202720,jon_leuer,00,前锋,College,pistons,00,"103,4 公斤"
MIL,密尔沃基,Milwaukee,Eastern,美国,雄鹿,Kentucky/United States,东部,德安德烈 利金斯,DeAndre Liggins,中央分区,575787600000,2011,4,德安德烈,德安德烈,DeAndre,1米98,1610612749,False,True,25,利金斯,Liggins,雄鹿,Bucks,202732,deandre_liggins,00,后卫,College,bucks,00,"94,8 公斤"
POR,波特兰,Portland,Western,美国,开拓者,Weber State/United States,西部,达米安 利拉德,Damian Lillard,西北分区,648014400000,2012,5,达米安,达米安,Damian,1米91,1610612757,False,True,0,利拉德,Lillard,开拓者,Trail Blazers,203081,damian_lillard,00,后卫,College,blazers,00,"88,5 公斤"
BKN,布鲁克林,Brooklyn,Eastern,美国,篮网,Harvard/United States,东部,林书豪,Jeremy Lin,大西洋分区,588312000000,2010,7,,,Jeremy,1米91,1610612751,False,True,7,林书豪,Lin,篮网,Nets,202391,jeremy_lin,00,后卫,College,nets,00,"90,7 公斤"
GSW,金州,Golden State,Western,美国,勇士,Peoria Central HS (IL)/United States,西部,肖恩 利文斯顿,Shaun Livingston,太平洋分区,495259200000,2004,12,肖恩,肖恩,Shaun,2米01,1610612744,False,True,34,利文斯顿,Livingston,勇士,Warriors,2733,shaun_livingston,00,后卫,High School,warriors,00,"87,1 公斤"
GSW,金州,Golden State,Western,美国,勇士,UCLA/United States,西部,凯文 鲁尼,Kevon Looney,太平洋分区,823582800000,2015,2,凯文,凯文,Kevon,2米06,1610612744,False,True,5,鲁尼,Looney,勇士,Warriors,1626172,kevon_looney,00,前锋,College,warriors,00,"99,8 公斤"
LAL,洛杉矶,Los Angeles,Western,美国,湖人,Stanford/United States,西部,布鲁克 洛佩兹,Brook Lopez,太平洋分区,575874000000,2008,9,布鲁克,布鲁克,Brook,2米13,1610612747,False,True,11,洛佩兹,Lopez,湖人,Lakers,201572,brook_lopez,00,中锋,College,lakers,00,"121,6 公斤"
CHI,芝加哥,Chicago,Eastern,美国,公牛,Stanford/United States,东部,罗宾 洛佩兹,Robin Lopez,中央分区,575874000000,2008,9,罗宾,罗宾,Robin,2米13,1610612741,False,True,42,洛佩兹,Lopez,公牛,Bulls,201577,robin_lopez,00,中锋,College,bulls,00,"125,6 公斤"
CLE,克利夫兰,Cleveland,Eastern,美国,骑士,UCLA/United States,东部,凯文 乐福,Kevin Love,中央分区,589608000000,2008,9,凯文,凯文,Kevin,2米08,1610612739,False,True,0,乐福,Love,骑士,Cavaliers,201567,kevin_love,00,前锋,College,cavaliers,00,"113,9 公斤"
TOR,多伦多,Toronto,Eastern,美国,猛龙,Villanova/United States,东部,凯尔 洛瑞,Kyle Lowry,大西洋分区,512110800000,2006,11,凯尔,凯尔,Kyle,1米83,1610612761,False,True,7,洛瑞,Lowry,猛龙,Raptors,200768,kyle_lowry,00,后卫,College,raptors,00,"93,0 公斤"
PHI,费城,Philadelphia,Eastern,法国,76人,France,东部,蒂莫特 鲁瓦乌-卡巴洛特,Timothe Luwawu-Cabarrot,大西洋分区,799992000000,2016,1,蒂莫特,蒂莫特,Timothe,1米98,1610612755,False,True,7,鲁瓦乌-卡巴洛特,Luwawu-Cabarrot,76人,Sixers,1627789,timothe_luwawu-cabarrot,00,后卫-前锋,,sixers,00,"90,7 公斤"
DEN,丹佛,Denver,Western,美国,掘金,Syracuse/United States,西部,泰勒 莱登,Tyler Lydon,西北分区,829022400000,2017,0,泰勒,泰勒,Tyler,2米06,1610612743,False,True,20,莱登,Lydon,掘金,Nuggets,1628399,tyler_lydon,00,前锋,College,nuggets,00,"99,8 公斤"
DEN,丹佛,Denver,Western,美国,掘金,Kentucky/United States,西部,特雷 莱尔斯,Trey Lyles,西北分区,815547600000,2015,2,特雷,特雷,Trey,2米08,1610612743,False,True,7,莱尔斯,Lyles,掘金,Nuggets,1626168,trey_lyles,00,前锋,College,nuggets,00,"106,1 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,Miami (Fla.)/United States,东部,谢尔登 Mac,Sheldon Mac,东南分区,724914000000,2016,1,谢尔登,谢尔登,Sheldon,1米98,1610612764,False,True,9,Mac,Mac,奇才,Wizards,1627815,sheldon_mac,00,后卫-前锋,College,wizards,00,"90,7 公斤"
ORL,奥兰多,Orlando,Eastern,美国,魔术,Butler/United States,东部,谢尔文 马克,Shelvin Mack,东南分区,640756800000,2011,6,谢尔文,谢尔文,Shelvin,1米91,1610612753,False,True,7,马克,Mack,魔术,Magic,202714,shelvin_mack,00,后卫,College,magic,00,"92,1 公斤"
ATL,亚特兰大,Atlanta,Eastern,美国,老鹰,Alabama-Huntsville/United States,东部,约什 玛格特,Josh Magette,东南分区,628232400000,0,0,约什,约什,Josh,1米85,1610612737,False,True,11,玛格特,Magette,老鹰,Hawks,203705,josh_magette,00,后卫,College,hawks,00,"72,6 公斤"
WAS,华盛顿,Washington,Eastern,法国,奇才,"Rouen, France/France",东部,伊安 马辛米,Ian Mahinmi,东南分区,531550800000,2005,9,伊安,伊安,Ian,2米11,1610612764,False,True,28,马辛米,Mahinmi,奇才,Wizards,101133,ian_mahinmi,00,中锋,Country,wizards,00,"118,8 公斤"
MIL,密尔沃基,Milwaukee,Eastern,南苏丹,雄鹿,South Sudan,东部,索恩 梅克,Thon Maker,中央分区,856846800000,2016,1,索恩,索恩,Thon,2米16,1610612749,False,True,7,梅克,Maker,雄鹿,Bucks,1627748,thon_maker,00,前锋,,bucks,00,"101,2 公斤"
DET,底特律,Detroit,Eastern,塞尔维亚,活塞,Serbia,东部,博班 马扬诺维奇,Boban Marjanovic,中央分区,587620800000,2010,2,博班,博班,Boban,2米21,1610612765,False,True,51,马扬诺维奇,Marjanovic,活塞,Pistons,1626246,boban_marjanovic,00,中锋,,pistons,00,"131,5 公斤"
CHI,芝加哥,Chicago,Eastern,芬兰,公牛,Arizona/Finland,东部,劳里 马尔卡宁,Lauri Markkanen,中央分区,864273600000,2017,0,劳里,劳里,Lauri,2米13,1610612741,False,True,24,马尔卡宁,Markkanen,公牛,Bulls,1628374,lauri_markkanen,00,前锋,College,bulls,00,"104,3 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Louisiana State/United States,西部,贾雷尔 马丁,Jarell Martin,西南分区,769752000000,2015,2,贾雷尔,贾雷尔,Jarell,2米08,1610612763,False,True,1,马丁,Martin,灰熊,Grizzlies,1626185,jarell_martin,00,前锋,College,grizzlies,00,"108,4 公斤"
SAC,萨克拉门托,Sacramento,Western,美国,国王,Kansas/United States,西部,弗兰克 梅森,Frank Mason,太平洋分区,765349200000,2017,0,弗兰克,弗兰克,Frank,1米80,1610612758,False,True,10,梅森,Mason,国王,Kings,1628412,frank_mason,00,后卫,College,kings,00,"86,2 公斤"
CHA,夏洛特,Charlotte,Eastern,苏丹,黄蜂,Louisville/Sudan,东部,曼古克 马西扬,Mangok Mathiang,东南分区,718516800000,2017,0,曼古克,曼古克,Mangok,2米08,1610612766,False,True,9,马西扬,Mathiang,黄蜂,Hornets,1628493,mangok_mathiang,00,前锋-中锋,College,hornets,00,"104,3 公斤"
DAL,达拉斯,Dallas,Western,美国,小牛,Marquette/United States,西部,韦斯利 马休斯,Wesley Matthews,西南分区,529646400000,2009,8,韦斯利,韦斯利,Wesley,1米96,1610612742,False,True,23,马休斯,Matthews,小牛,Mavericks,202083,wesley_matthews,00,后卫-前锋,College,mavericks,00,"99,8 公斤"
HOU,休斯顿,Houston,Western,喀麦隆,火箭,UCLA/Cameroon,西部,卢克 巴莫特,Luc Mbah a Moute,西南分区,526622400000,2008,9,卢克,卢克,Luc,2米03,1610612745,False,True,12,巴莫特,Mbah a Moute,火箭,Rockets,201601,luc_mbah a moute,00,前锋,College,rockets,00,"104,3 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,North Carolina/United States,东部,詹姆斯 迈克尔 麦卡杜,James Michael McAdoo,大西洋分区,726123600000,2014,3,詹姆斯 迈克尔,詹姆斯 迈克尔,James Michael,2米06,1610612755,False,True,14,麦卡杜,McAdoo,76人,Sixers,203949,james michael_mcadoo,00,前锋,College,sixers,00,"104,3 公斤"
GSW,金州,Golden State,Western,美国,勇士,Nevada-Las Vegas/United States,西部,帕特里克 麦克考,Patrick McCaw,太平洋分区,814593600000,2016,1,帕特里克,帕特里克,Patrick,2米01,1610612744,False,True,0,麦克考,McCaw,勇士,Warriors,1627775,patrick_mccaw,00,后卫,College,warriors,00,"83,9 公斤"
POR,波特兰,Portland,Western,美国,开拓者,Lehigh/United States,西部,CJ 迈克勒姆,CJ McCollum,西北分区,685252800000,2013,4,CJ,CJ,CJ,1米91,1610612757,False,True,3,迈克勒姆,McCollum,开拓者,Trail Blazers,203468,cj_mccollum,00,后卫,College,blazers,00,"86,2 公斤"
PHI,费城,Philadelphia,Eastern,美国,76人,Arizona/United States,东部,T.J. 麦康奈尔,T.J. McConnell,大西洋分区,701499600000,2015,2,T.J.,T.J.,T.J.,1米88,1610612755,False,True,12,麦康奈尔,McConnell,76人,Sixers,204456,t.j._mcconnell,00,后卫,College,sixers,00,"86,2 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,Syracuse/United States,东部,克里斯 麦卡洛,Chris McCullough,东南分区,791960400000,2015,2,克里斯,克里斯,Chris,2米06,1610612764,False,True,1,麦卡洛,McCullough,奇才,Wizards,1626191,chris_mccullough,00,前锋,College,wizards,00,"97,5 公斤"
NYK,纽约,New York,Eastern,美国,尼克斯,Creighton/United States,东部,道格 麦克德莫特,Doug McDermott,大西洋分区,694414800000,2014,3,道格,道格,Doug,2米03,1610612752,False,True,20,麦克德莫特,McDermott,尼克斯,Knicks,203926,doug_mcdermott,00,前锋,College,knicks,00,"99,3 公斤"
GSW,金州,Golden State,Western,美国,勇士,Nevada/United States,西部,贾维尔 麦基,JaVale McGee,太平洋分区,569566800000,2008,9,贾维尔,贾维尔,JaVale,2米13,1610612744,False,True,1,麦基,McGee,勇士,Warriors,201580,javale_mcgee,00,中锋,College,warriors,00,"122,5 公斤"
MIA,迈阿密,Miami,Eastern,美国,热火,Kansas State/United States,东部,罗德尼 迈克格拉德,Rodney McGruder,东南分区,680760000000,2013,1,罗德尼,罗德尼,Rodney,1米93,1610612748,False,True,17,迈克格拉德,McGruder,热火,Heat,203585,rodney_mcgruder,00,后卫-前锋,College,heat,00,"90,7 公斤"
TOR,多伦多,Toronto,Eastern,美国,猛龙,Wisc.-Green Bay/United States,东部,阿方索 麦金尼,Alfonzo McKinnie,大西洋分区,716702400000,0,0,阿方索,阿方索,Alfonzo,2米03,1610612761,False,True,34,麦金尼,McKinnie,猛龙,Raptors,1628035,alfonzo_mckinnie,00,前锋,From,raptors,00,"97,5 公斤"
MEM,孟菲斯,Memphis,Western,美国,灰熊,Kansas/United States,西部,本 麦克勒莫,Ben McLemore,西南分区,729406800000,2013,4,本,本,Ben,1米96,1610612763,False,True,23,麦克勒莫,McLemore,灰熊,Grizzlies,203463,ben_mclemore,00,后卫,College,grizzlies,00,"88,5 公斤"
DAL,达拉斯,Dallas,Western,美国,小牛,Duke/United States,西部,约什 麦克罗伯茨,Josh McRoberts,西南分区,541486800000,2007,10,约什,约什,Josh,2米08,1610612742,False,True,13,麦克罗伯茨,McRoberts,小牛,Mavericks,201177,josh_mcroberts,00,前锋-中锋,College,mavericks,00,"108,9 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,Kentucky/United States,东部,朱迪 米克斯,Jodie Meeks,东南分区,556516800000,2009,8,朱迪,朱迪,Jodie,1米93,1610612764,False,True,20,米克斯,Meeks,奇才,Wizards,201975,jodie_meeks,00,后卫,College,wizards,00,"95,3 公斤"
DAL,达拉斯,Dallas,Western,突尼斯,小牛,Tunisia,西部,萨拉 梅杰里,Salah Mejri,西南分区,519192000000,2008,2,萨拉,萨拉,Salah,2米18,1610612742,False,True,50,梅杰里,Mejri,小牛,Mavericks,1626257,salah_mejri,00,中锋,,mavericks,00,"106,6 公斤"
MIA,迈阿密,Miami,Eastern,美国,热火,Louisiana State/United States,东部,乔丹 米奇,Jordan Mickey,东南分区,773726400000,2015,2,乔丹,乔丹,Jordan,2米03,1610612748,False,True,25,米奇,Mickey,热火,Heat,1626175,jordan_mickey,00,前锋,College,heat,00,"106,6 公斤"
MIL,密尔沃基,Milwaukee,Eastern,美国,雄鹿,Texas A&M/United States,东部,克里斯 米德尔顿,Khris Middleton,中央分区,681969600000,2012,5,克里斯,克里斯,Khris,2米03,1610612749,False,True,22,米德尔顿,Middleton,雄鹿,Bucks,203114,khris_middleton,00,前锋,College,bucks,00,"106,1 公斤"
TOR,多伦多,Toronto,Eastern,美国,猛龙,Skyline HS (TX)/United States,东部,CJ 迈尔斯,CJ Miles,大西洋分区,543042000000,2005,12,CJ,CJ,CJ,1米98,1610612761,False,True,0,迈尔斯,Miles,猛龙,Raptors,101139,cj_miles,00,前锋-后卫,High School,raptors,00,"102,1 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Kentucky/United States,西部,达柳斯 米勒,Darius Miller,西南分区,637995600000,2012,3,达柳斯,达柳斯,Darius,2米03,1610612740,False,True,21,米勒,Miller,鹈鹕,Pelicans,203121,darius_miller,00,前锋,College,pelicans,00,"102,1 公斤"
TOR,多伦多,Toronto,Eastern,美国,猛龙,United States,东部,马尔科姆 米勒,Malcolm Miller,大西洋分区,731394000000,2015,0,马尔科姆,马尔科姆,Malcolm,2米01,1610612761,False,True,13,米勒,Miller,猛龙,Raptors,1626259,malcolm_miller,00,前锋,,raptors,00,"95,3 公斤"
SAS,圣安东尼奥,San Antonio,Western,澳洲,马刺,Saint Mary's (CA)/Australia,西部,帕蒂 米尔斯,Patty Mills,西南分区,587275200000,2009,8,帕蒂,帕蒂,Patty,1米83,1610612759,False,True,8,米尔斯,Mills,马刺,Spurs,201988,patty_mills,00,后卫,College,spurs,00,"83,9 公斤"
DEN,丹佛,Denver,Western,美国,掘金,Louisiana Tech/United States,西部,保罗 米尔萨普,Paul Millsap,西北分区,476859600000,2006,11,保罗,保罗,Paul,2米03,1610612743,False,True,4,米尔萨普,Millsap,掘金,Nuggets,200794,paul_millsap,00,前锋,College,nuggets,00,"111,6 公斤"
CHI,芝加哥,Chicago,Eastern,黑山,公牛,Montenegro,东部,尼克拉 米罗蒂奇,Nikola Mirotic,中央分区,666248400000,2011,3,尼克拉,尼克拉,Nikola,2米08,1610612741,False,True,44,米罗蒂奇,Mirotic,公牛,Bulls,202703,nikola_mirotic,00,前锋,None,bulls,00,"108,0 公斤"
UTA,犹他,Utah,Western,美国,爵士,Louisville/United States,西部,多诺万 米切尔,Donovan Mitchell,西北分区,842068800000,2017,0,多诺万,多诺万,Donovan,1米91,1610612762,False,True,45,米切尔,Mitchell,爵士,Jazz,1628378,donovan_mitchell,00,后卫,College,jazz,00,"97,5 公斤"
CHA,夏洛特,Charlotte,Eastern,美国,黄蜂,Kentucky/United States,东部,马利克 蒙克,Malik Monk,东南分区,886568400000,2017,0,马利克,马利克,Malik,1米91,1610612766,False,True,1,蒙克,Monk,黄蜂,Hornets,1628370,malik_monk,00,后卫,College,hornets,00,"90,7 公斤"
MIL,密尔沃基,Milwaukee,Eastern,美国,雄鹿,Georgetown/United States,东部,格雷格 门罗,Greg Monroe,中央分区,644472000000,2010,7,格雷格,格雷格,Greg,2米11,1610612749,False,True,15,门罗,Monroe,雄鹿,Bucks,202328,greg_monroe,00,中锋-前锋,College,bucks,00,"120,2 公斤"
DET,底特律,Detroit,Eastern,多明尼加共和国,活塞,Westchester CC NY/Dominican Republic,东部,路易斯 蒙特罗,Luis Montero,中央分区,734068800000,2015,1,路易斯,路易斯,Luis,2米01,1610612765,False,True,44,蒙特罗,Montero,活塞,Pistons,1626242,luis_montero,00,后卫,College,pistons,00,"90,7 公斤"
NOP,新奥尔良,New Orleans,Western,美国,鹈鹕,Purdue/United States,西部,伊托万 摩尔,E'Twaun Moore,西南分区,604386000000,2011,6,伊托万,伊托万,E'Twaun,1米93,1610612740,False,True,55,摩尔,Moore,鹈鹕,Pelicans,202734,e'twaun_moore,00,后卫,College,pelicans,00,"86,6 公斤"
DET,底特律,Detroit,Eastern,美国,活塞,Oregon State/United States,东部,埃里克 莫兰德,Eric Moreland,中央分区,693550800000,2014,2,埃里克,埃里克,Eric,2米08,1610612765,False,True,24,莫兰德,Moreland,活塞,Pistons,203961,eric_moreland,00,前锋-中锋,College,pistons,00,"108,0 公斤"
BOS,波士顿,Boston,Eastern,美国,凯尔特人,Kansas/United States,东部,马库斯 莫里斯,Marcus Morris,大西洋分区,620712000000,2011,6,马库斯,马库斯,Marcus,2米06,1610612738,False,True,13,莫里斯,Morris,凯尔特人,Celtics,202694,marcus_morris,00,前锋,College,celtics,00,"106,6 公斤"
WAS,华盛顿,Washington,Eastern,美国,奇才,Kansas/United States,东部,马基夫 莫里斯,Markieff Morris,东南分区,620712000000,2011,6,马基夫,马基夫,Markieff,2米08,1610612764,False,True,5,莫里斯,Morris,奇才,Wizards,202693,markieff_morris,00,前锋,College,wizards,00,"111,1 公斤"
DEN,丹佛,Denver,Western,美国,掘金,Iowa State/United States,西部,蒙塔 莫里斯,Monte Morris,西北分区,804225600000,2017,0,蒙塔,蒙塔,Monte,1米91,1610612743,False,True,11,莫里斯,Morris,掘金,Nuggets,1628420,monte_morris,00,后卫,College,nuggets,00,"79,4 公斤"
DAL,达拉斯,Dallas,Western,美国,小牛,Baylor/United States,西部,乔纳森 蒙特利,Johnathan Motley,西南分区,799560000000,2017,0,乔纳森,乔纳森,Johnathan,2米08,1610612742,False,True,6,蒙特利,Motley,小牛,Mavericks,1628405,johnathan_motley,00,前锋,College,mavericks,00,"104,3 公斤"
BKN,布鲁克林,Brooklyn,Eastern,俄罗斯,篮网,"St. Petersburg, Russia/Russia",东部,提莫菲 莫兹戈夫,Timofey Mozgov,大西洋分区,521870400000,2008,7,提莫菲,提莫菲,Timofey,2米16,1610612751,False,True,20,莫兹戈夫,Mozgov,篮网,Nets,202389,timofey_mozgov,00,中锋,Country,nets,00,"124,7 公斤"
DEN,丹佛,Denver,Western,刚果民主共和国,掘金,Democratic Republic of the Congo,西部,伊曼纽尔 穆迪埃,Emmanuel Mudiay,西北分区,826002000000,2015,2,伊曼纽尔,伊曼纽尔,Emmanuel,1米96,1610612743,False,True,0,穆迪埃,Mudiay,掘金,Nuggets,1626144,emmanuel_mudiay,00,后卫,,nuggets,00,"90,7 公斤"
MIN,明尼苏达,Minnesota,Western,美国,森林狼,UCLA/United States,西部,沙巴兹 穆罕默德,Shabazz Muhammad,西北分区,721630800000,2013,4,沙巴兹,沙巴兹,Shabazz,1米98,1610612750,False,True,15,穆罕默德,Muhammad,森林狼,Timberwolves,203498,shabazz_muhammad,00,前锋,College,timberwolves,00,"100,2 公斤"
SAS,圣安东尼奥,San Antonio,Western,美国,马刺,Washington/United States,西部,德永特 穆雷,Dejounte Murray,西南分区,843105600000,2016,1,德永特,德永特,Dejounte,1米96,1610612759,False,True,5,穆雷,Murray,马刺,Spurs,1627749,dejounte_murray,00,后卫,College,spurs,00,"77,1 公斤"
DEN,丹佛,Denver,Western,加拿大,掘金,Kentucky/Canada,西部,贾马尔 穆雷,Jamal Murray,西北分区,856674000000,2016,1,贾马尔,贾马尔,Jamal,1米93,1610612743,False,True,27,穆雷,Murray,掘金,Nuggets,1627750,jamal_murray,00,后卫,College,nuggets,00,"93,9 公斤"
ATL,亚特兰大,Atlanta,Eastern,美国,老鹰,Bucknell/United States,东部,迈克 穆斯卡拉,Mike Muscala,东南分区,678340800000,2013,4,迈克,迈克,Mike,2米11,1610612737,False,True,31,穆斯卡拉,Muscala,老鹰,Hawks,203488,mike_muscala,00,前锋-中锋,College,hawks,00,"108,9 公斤"
BOS,波士顿,Boston,Eastern,埃及,凯尔特人,Iowa State/Egypt,东部,阿卜杜勒 纳德,Abdel Nader,大西洋分区,748929600000,2016,0,阿卜杜勒,阿卜杜勒,Abdel,1米98,1610612738,False,True,28,纳德,Nader,凯尔特人,Celtics,1627846,abdel_nader,00,前锋,College,celtics,00,"104,3 公斤"
LAL,洛杉矶,Los Angeles,Western,美国,湖人,Wyoming/United States,西部,拉里 南斯二世,Larry Nance Jr.,太平洋分区,725864400000,2015,2,拉里,拉里,Larry,2米06,1610612747,False,True,7,南斯二世,Nance Jr.,湖人,Lakers,1626204,larry_nance jr.,00,前锋,College,lakers,00,"104,3 公斤"
POR,波特兰,Portland,Western,美国,开拓者,Connecticut/United States,西部,沙巴兹 内皮尔,Shabazz Napier,西北分区,679464000000,2014,3,沙巴兹,沙巴兹,Shabazz,1米85,1610612757,False,True,6,内皮尔,Napier,开拓者,Trail Blazers,203894,shabazz_napier,00,后卫,College,blazers,00,"79,4 公斤"
